,0_names,0_scores,0_pvals,0_pvals_adj,0_logfoldchanges,1_names,1_scores,1_pvals,1_pvals_adj,1_logfoldchanges,2_names,2_scores,2_pvals,2_pvals_adj,2_logfoldchanges,3_names,3_scores,3_pvals,3_pvals_adj,3_logfoldchanges
3574,FHL1,-0.33014047,0.7412938274010206,0.9466828445432244,-0.47184983,ACADSB,1.2612716,0.20721102797512514,0.6139981504029732,1.3771458,HAUS5,0.81370807,0.4158122113339221,0.8814925853582503,1.0178038,GOLGA8IP,0.24425735,0.807031511181052,0.9994352920077895,0.30846602
3575,CYP1A2,-0.33014047,0.7412938274010206,0.9466828445432244,-0.28872994,ZNF736,1.2612716,0.20721102797512514,0.6139981504029732,1.3535748,PSMB5,0.81370807,0.4158122113339221,0.8814925853582503,1.3569728,DCAF13,0.24425735,0.807031511181052,0.9994352920077895,0.53030723
3576,ATP8B1,-0.33014047,0.7412938274010206,0.9466828445432244,-0.2248358,TMLHE,1.2612716,0.20721102797512514,0.6139981504029732,1.3676015,DIP2B,0.81370807,0.4158122113339221,0.8814925853582503,1.2785554,TSC1,0.24425735,0.807031511181052,0.9994352920077895,0.35244542
3577,TNIK,-0.33014047,0.7412938274010206,0.9466828445432244,-0.68155974,WDSUB1,1.2612716,0.20721102797512514,0.6139981504029732,1.3567388,AGBL1,0.81370807,0.4158122113339221,0.8814925853582503,1.3161204,CIDECP,0.24425735,0.807031511181052,0.9994352920077895,0.37687302
3578,FBXL3,-0.33014047,0.7412938274010206,0.9466828445432244,-0.35732442,CYB5RL,1.2612716,0.20721102797512514,0.6139981504029732,1.1596133,WDR55,0.81370807,0.4158122113339221,0.8814925853582503,1.1973913,TLN,0.24425735,0.807031511181052,0.9994352920077895,0.19555843
3579,FBXO15,-0.33014047,0.7412938274010206,0.9466828445432244,-0.20565826,PPP6R3,1.2612716,0.20721102797512514,0.6139981504029732,0.9507504,ENDOD1,0.81370807,0.4158122113339221,0.8814925853582503,1.0458148,PCDH18,0.24425735,0.807031511181052,0.9994352920077895,0.3383684
3580,ZFP3,-0.33014047,0.7412938274010206,0.9466828445432244,-0.41846827,PTH2R,1.257216,0.20867542613118106,0.6157986657707422,1.2188458,PPIA,0.81370807,0.4158122113339221,0.8814925853582503,1.1668338,CCDC88B,0.24425735,0.807031511181052,0.9994352920077895,0.37365612
3581,GAS2L3,-0.33014047,0.7412938274010206,0.9466828445432244,-0.39582637,BCO2,1.257216,0.20867542613118106,0.6157986657707422,1.2890469,NGEF,0.81370807,0.4158122113339221,0.8814925853582503,1.3290795,ZNF30,0.24425735,0.807031511181052,0.9994352920077895,0.23528361
3582,TAF1,-0.33014047,0.7412938274010206,0.9466828445432244,-0.3671974,LYAR,1.257216,0.20867542613118106,0.6157986657707422,1.5715839,C18orf8,0.81370807,0.4158122113339221,0.8814925853582503,1.3991275,FLJ31485,0.24425735,0.807031511181052,0.9994352920077895,0.321799
3583,RAD51C,-0.33014047,0.7412938274010206,0.9466828445432244,-0.4153858,LOC100506548,1.257216,0.20867542613118106,0.6157986657707422,1.539331,TUB,0.81370807,0.4158122113339221,0.8814925853582503,1.5423316,NDE1,0.24425735,0.807031511181052,0.9994352920077895,0.41683635
3584,KYNU,-0.33014047,0.7412938274010206,0.9466828445432244,-0.2972119,OTOR,1.257216,0.20867542613118106,0.6157986657707422,1.5599343,AMZ2,0.81370807,0.4158122113339221,0.8814925853582503,1.1122797,AGAP11,0.24425735,0.807031511181052,0.9994352920077895,0.39208925
3585,MPZL1,-0.33014047,0.7412938274010206,0.9466828445432244,-0.3979177,HIPK1,1.257216,0.20867542613118106,0.6157986657707422,0.72519743,CATSPERG,0.81370807,0.4158122113339221,0.8814925853582503,1.4118329,KIF3B,0.24425735,0.807031511181052,0.9994352920077895,0.308462
3586,DNAJC8,-0.33014047,0.7412938274010206,0.9466828445432244,-0.39500055,MAP7D2,1.257216,0.20867542613118106,0.6157986657707422,1.5493124,TOP3A,0.81370807,0.4158122113339221,0.8814925853582503,1.1172061,SGCG,0.24425735,0.807031511181052,0.9994352920077895,0.19491471
3587,HOXA11,-0.33014047,0.7412938274010206,0.9466828445432244,-0.45685622,SCARA5,1.257216,0.20867542613118106,0.6157986657707422,0.8714642,SHMT1,0.81370807,0.4158122113339221,0.8814925853582503,1.309553,SYNE1,0.24425735,0.807031511181052,0.9994352920077895,-0.3486524
3588,KCNE1,-0.33014047,0.7412938274010206,0.9466828445432244,-0.5043681,SPATA5,1.257216,0.20867542613118106,0.6157986657707422,0.37640172,ULK2,0.81370807,0.4158122113339221,0.8814925853582503,0.40390766,IKZF1,0.24425735,0.807031511181052,0.9994352920077895,0.5828227
3589,SDC2,-0.33014047,0.7412938274010206,0.9466828445432244,-0.32664105,CLGN,1.257216,0.20867542613118106,0.6157986657707422,1.1024715,LOC92973,0.81370807,0.4158122113339221,0.8814925853582503,1.6079676,STAU2,0.24425735,0.807031511181052,0.9994352920077895,-0.041414764
3590,SLC6A11,-0.33014047,0.7412938274010206,0.9466828445432244,-0.42530745,HSPD1,1.257216,0.20867542613118106,0.6157986657707422,1.161678,CD1A,0.81370807,0.4158122113339221,0.8814925853582503,1.2877711,DHCR7,0.24425735,0.807031511181052,0.9994352920077895,0.36906797
3591,ELOVL5,-0.33014047,0.7412938274010206,0.9466828445432244,-0.5552983,RWDD1,1.257216,0.20867542613118106,0.6157986657707422,0.87236446,RABEP1,0.81370807,0.4158122113339221,0.8814925853582503,1.283171,CD101,0.24425735,0.807031511181052,0.9994352920077895,0.13923454
3592,ANKRD27,-0.33014047,0.7412938274010206,0.9466828445432244,-0.042485733,NCK1,1.2531605,0.2101473098477714,0.618396638497792,1.3984793,SLC12A5,0.81370807,0.4158122113339221,0.8814925853582503,1.2237092,PLIN5,0.24425735,0.807031511181052,0.9994352920077895,0.06749334
3593,ZNF167,-0.33014047,0.7412938274010206,0.9466828445432244,-0.27448127,GTF3A,1.2531605,0.2101473098477714,0.618396638497792,1.375993,TBC1D30,0.81370807,0.4158122113339221,0.8814925853582503,1.4812224,MGLL,0.24425735,0.807031511181052,0.9994352920077895,0.20231378
3594,MOSPD2,-0.33014047,0.7412938274010206,0.9466828445432244,-0.445241,C2orf69,1.2531605,0.2101473098477714,0.618396638497792,0.815551,CD86,0.81370807,0.4158122113339221,0.8814925853582503,1.4154582,AK3,0.24425735,0.807031511181052,0.9994352920077895,0.13784672
3595,RP9P,-0.33014047,0.7412938274010206,0.9466828445432244,-0.3731653,VCL,1.2531605,0.2101473098477714,0.618396638497792,0.8145689,FBXO47,0.81370807,0.4158122113339221,0.8814925853582503,1.0875796,LOC100268168,0.24425735,0.807031511181052,0.9994352920077895,0.37204117
3596,ZNF479,-0.33014047,0.7412938274010206,0.9466828445432244,-0.33914107,ANKFN1,1.2531605,0.2101473098477714,0.618396638497792,0.9297395,RPGR,0.81370807,0.4158122113339221,0.8814925853582503,1.2481169,GK,0.24425735,0.807031511181052,0.9994352920077895,0.5441954
3597,ANXA2,-0.33014047,0.7412938274010206,0.9466828445432244,-0.3684934,H3F3C,1.2531605,0.2101473098477714,0.618396638497792,1.3205895,NCK2,0.81370807,0.4158122113339221,0.8814925853582503,1.0744673,SH3PXD2B,0.24425735,0.807031511181052,0.9994352920077895,0.2142413
3598,CCDC149,-0.33014047,0.7412938274010206,0.9466828445432244,-0.43551233,PQLC3,1.249105,0.2116266930566908,0.6192638600895533,1.2317464,C21orf62,0.81370807,0.4158122113339221,0.8814925853582503,0.67383456,DUS2L,0.24425735,0.807031511181052,0.9994352920077895,-0.045287147
3599,POU2F3,-0.33014047,0.7412938274010206,0.9466828445432244,-0.31543896,ZNF569,1.249105,0.2116266930566908,0.6192638600895533,1.2165096,NME6,0.81370807,0.4158122113339221,0.8814925853582503,1.2618824,RHEB,0.24425735,0.807031511181052,0.9994352920077895,0.40790072
3600,ANKRD5,-0.33014047,0.7412938274010206,0.9466828445432244,-0.35741547,PSEN1,1.249105,0.2116266930566908,0.6192638600895533,1.293039,ZNF546,0.81370807,0.4158122113339221,0.8814925853582503,0.83111334,ABCD2,0.24425735,0.807031511181052,0.9994352920077895,0.51648957
3601,C10orf57,-0.33014047,0.7412938274010206,0.9466828445432244,-0.49395624,STAG3,1.249105,0.2116266930566908,0.6192638600895533,1.043628,MYADML,0.81370807,0.4158122113339221,0.8814925853582503,1.2059286,ZNF69,0.24425735,0.807031511181052,0.9994352920077895,0.32111463
3602,GPN1,-0.33014047,0.7412938274010206,0.9466828445432244,-0.38267118,FOXE1,1.249105,0.2116266930566908,0.6192638600895533,1.7439585,SLC3A1,0.81370807,0.4158122113339221,0.8814925853582503,1.3152931,TCF4,0.24425735,0.807031511181052,0.9994352920077895,-0.15445836
3603,WDR70,-0.33014047,0.7412938274010206,0.9466828445432244,-0.35843164,NSUN4,1.249105,0.2116266930566908,0.6192638600895533,0.7197777,ARHGAP19,0.81370807,0.4158122113339221,0.8814925853582503,1.3758236,ERBB3,0.24425735,0.807031511181052,0.9994352920077895,0.2599201
3604,C11orf57,-0.33014047,0.7412938274010206,0.9466828445432244,-0.15410616,FAM194B,1.249105,0.2116266930566908,0.6192638600895533,1.0440236,FANCE,0.81370807,0.4158122113339221,0.8814925853582503,0.6367228,RPP40,0.2389474,0.8111463624145523,0.9994352920077895,0.43546796
3605,TMEM87B,-0.33014047,0.7412938274010206,0.9466828445432244,-0.30735466,POTEE,1.249105,0.2116266930566908,0.6192638600895533,0.929137,DMTF1,0.81370807,0.4158122113339221,0.8814925853582503,0.99994826,SNAPIN,0.2389474,0.8111463624145523,0.9994352920077895,0.4368996
3606,UTS2D,-0.33393517,0.7384284683721212,0.9466828445432244,-0.44172442,AGPAT9,1.249105,0.2116266930566908,0.6192638600895533,0.9075125,RSBN1L,0.81370807,0.4158122113339221,0.8814925853582503,1.2577047,UQCRC1,0.2389474,0.8111463624145523,0.9994352920077895,0.42162964
3607,UBR7,-0.33393517,0.7384284683721212,0.9466828445432244,-0.2350289,ARRDC5,1.249105,0.2116266930566908,0.6192638600895533,1.4690094,SLC17A1,0.81370807,0.4158122113339221,0.8814925853582503,1.1988137,LOC643387,0.2389474,0.8111463624145523,0.9994352920077895,0.2983997
3608,VPS33B,-0.33393517,0.7384284683721212,0.9466828445432244,-0.32496673,ANKRD28,1.249105,0.2116266930566908,0.6192638600895533,0.58729136,ADIPOR2,0.81370807,0.4158122113339221,0.8814925853582503,1.260189,TCP10L2,0.2389474,0.8111463624145523,0.9994352920077895,0.42696875
3609,SLC25A30,-0.33393517,0.7384284683721212,0.9466828445432244,-0.36716264,RFESD,1.249105,0.2116266930566908,0.6192638600895533,1.4545252,TMEM146,0.81370807,0.4158122113339221,0.8814925853582503,1.1218852,CEP164,0.2389474,0.8111463624145523,0.9994352920077895,0.37480435
3610,HINFP,-0.33393517,0.7384284683721212,0.9466828445432244,-0.47492766,ADAM23,1.249105,0.2116266930566908,0.6192638600895533,0.9410153,TRIM65,0.8065071,0.419950509346113,0.8814925853582503,1.4578291,ARFIP2,0.2389474,0.8111463624145523,0.9994352920077895,0.457688
3611,COL14A1,-0.33393517,0.7384284683721212,0.9466828445432244,-0.90976435,ALG2,1.249105,0.2116266930566908,0.6192638600895533,1.0252848,RBPJ,0.8065071,0.419950509346113,0.8814925853582503,1.3940886,TCF25,0.2389474,0.8111463624145523,0.9994352920077895,0.29054067
3612,TOX,-0.33393517,0.7384284683721212,0.9466828445432244,-0.3763267,HMMR,1.249105,0.2116266930566908,0.6192638600895533,1.0656037,C6,0.8065071,0.419950509346113,0.8814925853582503,0.8778561,VPS72,0.2389474,0.8111463624145523,0.9994352920077895,0.4285664
3613,MFI2,-0.3377299,0.7355667379932014,0.9459871937957746,-0.4931227,KIAA1147,1.249105,0.2116266930566908,0.6192638600895533,1.2255224,UMPS,0.8065071,0.419950509346113,0.8814925853582503,0.8825634,PEAR1,0.2389474,0.8111463624145523,0.9994352920077895,0.40574542
3614,LOC286467,-0.3377299,0.7355667379932014,0.9459871937957746,-0.5127748,SLC30A5,1.249105,0.2116266930566908,0.6192638600895533,1.0055627,SPDYE6,0.8065071,0.419950509346113,0.8814925853582503,1.1720794,ABCB10,0.2389474,0.8111463624145523,0.9994352920077895,0.1373566
3615,SLC46A2,-0.3377299,0.7355667379932014,0.9459871937957746,-0.43180478,NGEF,1.249105,0.2116266930566908,0.6192638600895533,1.2137967,GRM1,0.8065071,0.419950509346113,0.8814925853582503,0.9681714,DPY30,0.2389474,0.8111463624145523,0.9994352920077895,0.41415298
3616,UQCC,-0.3377299,0.7355667379932014,0.9459871937957746,-0.42947564,CCDC85A,1.2450494,0.2131135895133982,0.6229807522633654,1.3701444,C1S,0.8065071,0.419950509346113,0.8814925853582503,1.2806226,SBNO1,0.2389474,0.8111463624145523,0.9994352920077895,0.2200686
3617,BCL11B,-0.3377299,0.7355667379932014,0.9459871937957746,-0.38263816,FAM35B2,1.2450494,0.2131135895133982,0.6229807522633654,1.1125958,MYO5A,0.8065071,0.419950509346113,0.8814925853582503,0.7448855,SRSF12,0.2389474,0.8111463624145523,0.9994352920077895,0.28623673
3618,CTNNA1,-0.3377299,0.7355667379932014,0.9459871937957746,-0.3316271,SULT2A1,1.2450494,0.2131135895133982,0.6229807522633654,1.1095695,HEATR5B,0.8065071,0.419950509346113,0.8814925853582503,0.819156,OR10A6,0.2389474,0.8111463624145523,0.9994352920077895,0.3986307
3619,KRT6A,-0.3377299,0.7355667379932014,0.9459871937957746,-0.406827,COX7A2,1.2409939,0.2146080127954405,0.6235452620382935,1.0810417,PPIP5K1,0.8065071,0.419950509346113,0.8814925853582503,0.89499027,ZNF554,0.2389474,0.8111463624145523,0.9994352920077895,0.41363138
3620,ANKS1B,-0.3377299,0.7355667379932014,0.9459871937957746,-0.32729277,SLC16A5,1.2409939,0.2146080127954405,0.6235452620382935,1.570738,WDR27,0.79930615,0.42411291085106073,0.8814925853582503,1.374412,KCNH3,0.2389474,0.8111463624145523,0.9994352920077895,0.26236483
3621,DFFB,-0.3377299,0.7355667379932014,0.9459871937957746,-0.35943154,AKR1D1,1.2409939,0.2146080127954405,0.6235452620382935,1.2159088,WNK2,0.79930615,0.42411291085106073,0.8814925853582503,1.2005514,CNTN2,0.2389474,0.8111463624145523,0.9994352920077895,0.31047124
3622,MYH11,-0.3377299,0.7355667379932014,0.9459871937957746,-0.47432807,TSHZ2,1.2409939,0.2146080127954405,0.6235452620382935,0.80149406,ZNF618,0.79930615,0.42411291085106073,0.8814925853582503,1.0375665,GATAD2A,0.23363747,0.8152664378601786,0.9994352920077895,0.41086787
3623,DHFR,-0.3377299,0.7355667379932014,0.9459871937957746,-0.38971227,REEP3,1.2409939,0.2146080127954405,0.6235452620382935,0.5186451,ZNF566,0.79930615,0.42411291085106073,0.8814925853582503,0.6545547,NUP153,0.23363747,0.8152664378601786,0.9994352920077895,0.6188083
3624,SYN2,-0.3377299,0.7355667379932014,0.9459871937957746,-0.34853783,CD69,1.2409939,0.2146080127954405,0.6235452620382935,1.4672664,KIAA1274,0.79930615,0.42411291085106073,0.8814925853582503,1.196384,TTC29,0.23363747,0.8152664378601786,0.9994352920077895,0.15596847
3625,TGM6,-0.3377299,0.7355667379932014,0.9459871937957746,-0.4271365,ALB,1.2409939,0.2146080127954405,0.6235452620382935,0.92611057,CLYBL,0.79930615,0.42411291085106073,0.8814925853582503,1.4995861,HCG11,0.23363747,0.8152664378601786,0.9994352920077895,0.1687262
3626,C13orf26,-0.3377299,0.7355667379932014,0.9459871937957746,-0.39543775,INTS2,1.2409939,0.2146080127954405,0.6235452620382935,0.60381657,EIF4ENIF1,0.79930615,0.42411291085106073,0.8814925853582503,1.1960849,KIAA1045,0.23363747,0.8152664378601786,0.9994352920077895,0.1887272
3627,CHDH,-0.3377299,0.7355667379932014,0.9459871937957746,-0.3418064,C11orf80,1.2409939,0.2146080127954405,0.6235452620382935,1.1353687,TMEM17,0.79930615,0.42411291085106073,0.8814925853582503,0.9171227,FAM125B,0.23363747,0.8152664378601786,0.9994352920077895,0.24342097
3628,NCRNA00095,-0.3377299,0.7355667379932014,0.9459871937957746,-0.42330968,WHAMML2,1.2409939,0.2146080127954405,0.6235452620382935,0.5765564,UBE2D4,0.79930615,0.42411291085106073,0.8814925853582503,1.0586854,C1QTNF6,0.23363747,0.8152664378601786,0.9994352920077895,0.2526701
3629,OR10H1,-0.3377299,0.7355667379932014,0.9459871937957746,-0.4969308,CCNT1,1.2409939,0.2146080127954405,0.6235452620382935,1.4689865,ZNF80,0.79930615,0.42411291085106073,0.8814925853582503,1.4195156,DPEP2,0.23363747,0.8152664378601786,0.9994352920077895,0.3510714
3630,CCDC39,-0.3377299,0.7355667379932014,0.9459871937957746,-0.45468917,B4GALT4,1.2409939,0.2146080127954405,0.6235452620382935,1.031775,AP2B1,0.79930615,0.42411291085106073,0.8814925853582503,1.2079992,ITLN1,0.23363747,0.8152664378601786,0.9994352920077895,0.3146124
3631,CYP2U1,-0.3377299,0.7355667379932014,0.9459871937957746,-0.25663972,GPR89C,1.2409939,0.2146080127954405,0.6235452620382935,1.3664442,GRHL1,0.79930615,0.42411291085106073,0.8814925853582503,1.2437494,OGFOD1,0.23363747,0.8152664378601786,0.9994352920077895,0.220946
3632,ANKDD1A,-0.3377299,0.7355667379932014,0.9459871937957746,-0.28410608,EPHA6,1.2409939,0.2146080127954405,0.6235452620382935,0.8543196,ATRN,0.79930615,0.42411291085106073,0.8814925853582503,1.1075771,GNRH1,0.23363747,0.8152664378601786,0.9994352920077895,0.3232412
3633,ARHGAP36,-0.3377299,0.7355667379932014,0.9459871937957746,-0.42707902,FNBP4,1.2409939,0.2146080127954405,0.6235452620382935,0.89683294,NOTCH2NL,0.79930615,0.42411291085106073,0.8814925853582503,0.9177861,RUSC2,0.23363747,0.8152664378601786,0.9994352920077895,0.32761946
3634,SMYD2,-0.3377299,0.7355667379932014,0.9459871937957746,-0.44270748,ZFYVE20,1.2409939,0.2146080127954405,0.6235452620382935,0.8285822,ASB15,0.79930615,0.42411291085106073,0.8814925853582503,1.1238922,ALB,0.23363747,0.8152664378601786,0.9994352920077895,0.09318392
3635,ARCN1,-0.3377299,0.7355667379932014,0.9459871937957746,-0.2975846,DDX17,1.2409939,0.2146080127954405,0.6235452620382935,1.1120043,RHAG,0.79930615,0.42411291085106073,0.8814925853582503,1.2746186,ZNHIT6,0.23363747,0.8152664378601786,0.9994352920077895,0.39423892
3636,SCRN3,-0.3377299,0.7355667379932014,0.9459871937957746,-0.35463002,CCNH,1.2409939,0.2146080127954405,0.6235452620382935,1.2579999,IL31RA,0.79930615,0.42411291085106073,0.8814925853582503,1.1842741,MTMR1,0.23363747,0.8152664378601786,0.9994352920077895,0.4994128
3637,SH2D3A,-0.3377299,0.7355667379932014,0.9459871937957746,-0.41924897,ZFP82,1.2409939,0.2146080127954405,0.6235452620382935,1.1290017,MCM8,0.79930615,0.42411291085106073,0.8814925853582503,0.90352166,KPNA6,0.23363747,0.8152664378601786,0.9994352920077895,-0.056988858
3638,IL1R2,-0.3377299,0.7355667379932014,0.9459871937957746,-0.5130727,CUL3,1.2369384,0.21610997630087792,0.6261689915495329,0.69635826,GPR112,0.79930615,0.42411291085106073,0.8814925853582503,0.911209,TMC6,0.23363747,0.8152664378601786,0.9994352920077895,0.3615598
3639,XKR3,-0.3377299,0.7355667379932014,0.9459871937957746,-0.40750277,SSX2IP,1.2369384,0.21610997630087792,0.6261689915495329,0.72955775,IPO7,0.79930615,0.42411291085106073,0.8814925853582503,1.1140075,ZNF329,0.23363747,0.8152664378601786,0.9994352920077895,0.32567152
3640,PKIG,-0.3377299,0.7355667379932014,0.9459871937957746,-0.41346464,PRMT3,1.2369384,0.21610997630087792,0.6261689915495329,0.9600586,FAM18B2,0.79930615,0.42411291085106073,0.8814925853582503,0.8575244,FUT10,0.23363747,0.8152664378601786,0.9994352920077895,0.312068
3641,FAM107A,-0.3377299,0.7355667379932014,0.9459871937957746,-0.31178486,PSMA1,1.2369384,0.21610997630087792,0.6261689915495329,0.6926924,LHFPL2,0.79930615,0.42411291085106073,0.8814925853582503,1.1163368,APOC4,0.23363747,0.8152664378601786,0.9994352920077895,0.33821362
3642,GMPS,-0.34152463,0.7327086728250464,0.9459871937957746,-0.38801143,ARMC4,1.2369384,0.21610997630087792,0.6261689915495329,0.8970537,VPS45,0.79930615,0.42411291085106073,0.8814925853582503,1.3544759,BCMO1,0.23363747,0.8152664378601786,0.9994352920077895,0.07375928
3643,MYOM3,-0.34152463,0.7327086728250464,0.9459871937957746,-0.3370519,C6orf97,1.2369384,0.21610997630087792,0.6261689915495329,0.7457,ZFYVE1,0.79930615,0.42411291085106073,0.8814925853582503,0.8940417,MYRIP,0.23363747,0.8152664378601786,0.9994352920077895,0.19299015
3644,ATG3,-0.34152463,0.7327086728250464,0.9459871937957746,-0.4004266,GMPR,1.2369384,0.21610997630087792,0.6261689915495329,1.3278006,MTMR1,0.79930615,0.42411291085106073,0.8814925853582503,1.4141947,TECRL,0.23363747,0.8152664378601786,0.9994352920077895,0.2610945
3645,PGA4,-0.34152463,0.7327086728250464,0.9459871937957746,-0.29687873,MED14,1.2369384,0.21610997630087792,0.6261689915495329,0.95853204,SETX,0.79930615,0.42411291085106073,0.8814925853582503,0.8541979,NUSAP1,0.23363747,0.8152664378601786,0.9994352920077895,0.2786991
3646,FAM169B,-0.34152463,0.7327086728250464,0.9459871937957746,-0.5174113,HSPH1,1.2369384,0.21610997630087792,0.6261689915495329,1.0987074,UBOX5,0.79930615,0.42411291085106073,0.8814925853582503,1.1542089,TTC3,0.23363747,0.8152664378601786,0.9994352920077895,0.06778769
3647,FXR2,-0.34152463,0.7327086728250464,0.9459871937957746,-0.4649877,HOXA3,1.2328829,0.21761949324671492,0.6270669437076476,0.8900059,CYP3A5,0.79930615,0.42411291085106073,0.8814925853582503,1.2019831,CA8,0.23363747,0.8152664378601786,0.9994352920077895,0.4224854
3648,ADD3,-0.34152463,0.7327086728250464,0.9459871937957746,-0.6494774,TMEM123,1.2328829,0.21761949324671492,0.6270669437076476,0.65398943,EHD2,0.79930615,0.42411291085106073,0.8814925853582503,1.3083693,C10orf68,0.23363747,0.8152664378601786,0.9994352920077895,0.3100168
3649,AP1G1,-0.34531933,0.7298543092761272,0.9443434469706866,-0.41582873,C7orf65,1.2328829,0.21761949324671492,0.6270669437076476,1.4117981,AKT2,0.79930615,0.42411291085106073,0.8814925853582503,1.241756,GPCPD1,0.22832753,0.819391627837473,0.9994352920077895,0.2559725
3650,ZNF28,-0.34531933,0.7298543092761272,0.9443434469706866,-0.3523958,PRMT5,1.2328829,0.21761949324671492,0.6270669437076476,1.022016,DUSP3,0.79930615,0.42411291085106073,0.8814925853582503,1.5618542,ZC3HAV1,0.22832753,0.819391627837473,0.9994352920077895,0.2900208
3651,CCDC109B,-0.34531933,0.7298543092761272,0.9443434469706866,-0.36297593,EPT1,1.2328829,0.21761949324671492,0.6270669437076476,0.77763635,SLC28A3,0.79930615,0.42411291085106073,0.8814925853582503,1.0484347,RNF185,0.22832753,0.819391627837473,0.9994352920077895,0.31157076
3652,TPM4,-0.34531933,0.7298543092761272,0.9443434469706866,-0.3117767,LOC645212,1.2328829,0.21761949324671492,0.6270669437076476,1.2250785,LUZP1,0.79930615,0.42411291085106073,0.8814925853582503,1.10817,SYNPR,0.22832753,0.819391627837473,0.9994352920077895,0.29115513
3653,ARHGEF15,-0.34531933,0.7298543092761272,0.9443434469706866,-0.41657138,C10orf88,1.2328829,0.21761949324671492,0.6270669437076476,1.1134806,MTRF1,0.79930615,0.42411291085106073,0.8814925853582503,1.3409954,ANKRD33B,0.22832753,0.819391627837473,0.9994352920077895,0.40181231
3654,ARPC1A,-0.34531933,0.7298543092761272,0.9443434469706866,-0.30088967,LECT2,1.2328829,0.21761949324671492,0.6270669437076476,1.1017675,ARMC10,0.79930615,0.42411291085106073,0.8814925853582503,0.9985178,PDLIM7,0.22832753,0.819391627837473,0.9994352920077895,0.40318468
3655,RACGAP1,-0.34531933,0.7298543092761272,0.9443434469706866,-0.42769945,TEP1,1.2328829,0.21761949324671492,0.6270669437076476,0.99401724,SREBF2,0.79930615,0.42411291085106073,0.8814925853582503,1.2400085,TNFSF11,0.22832753,0.819391627837473,0.9994352920077895,0.24563341
3656,NPEPPS,-0.34531933,0.7298543092761272,0.9443434469706866,-0.6152541,NPHP1,1.2328829,0.21761949324671492,0.6270669437076476,1.0176933,SLC9A1,0.79930615,0.42411291085106073,0.8814925853582503,1.4765049,RNASEH1,0.22832753,0.819391627837473,0.9994352920077895,0.3277556
3657,ITFG2,-0.34531933,0.7298543092761272,0.9443434469706866,-0.32815436,GTF2H5,1.2328829,0.21761949324671492,0.6270669437076476,0.39306462,SPTLC3,0.79930615,0.42411291085106073,0.8814925853582503,1.3999549,C11orf9,0.22832753,0.819391627837473,0.9994352920077895,0.31707048
3658,RPL27,-0.34531933,0.7298543092761272,0.9443434469706866,-0.3647307,ENTHD1,1.2328829,0.21761949324671492,0.6270669437076476,1.221827,SLC23A2,0.79930615,0.42411291085106073,0.8814925853582503,1.1208934,RAB1B,0.22832753,0.819391627837473,0.9994352920077895,0.28626385
3659,PIK3R5,-0.34531933,0.7298543092761272,0.9443434469706866,-0.2647516,CACNA1A,1.2328829,0.21761949324671492,0.6270669437076476,0.8622647,JAK1,0.7921052,0.4282993391526291,0.886839349766789,1.1890731,DRG2,0.22832753,0.819391627837473,0.9994352920077895,0.4268559
3660,RRP1,-0.34531933,0.7298543092761272,0.9443434469706866,-0.5011589,SEMA6A,1.2328829,0.21761949324671492,0.6270669437076476,0.7178078,TFG,0.7921052,0.4282993391526291,0.886839349766789,1.4106307,TAF5,0.22832753,0.819391627837473,0.9994352920077895,0.33169267
3661,BNIP2,-0.34531933,0.7298543092761272,0.9443434469706866,-0.34036335,SCN7A,1.2328829,0.21761949324671492,0.6270669437076476,0.79206777,NPTX2,0.7921052,0.4282993391526291,0.886839349766789,1.3963231,SH2D3C,0.22301759,0.8235218222412359,0.9994352920077895,0.35128957
3662,HYOU1,-0.34531933,0.7298543092761272,0.9443434469706866,-0.422762,RAD21,1.2328829,0.21761949324671492,0.6270669437076476,0.88522947,TMEM132A,0.7921052,0.4282993391526291,0.886839349766789,1.469134,NRXN2,0.22301759,0.8235218222412359,0.9994352920077895,0.15817672
3663,OR4F4,-0.34531933,0.7298543092761272,0.9443434469706866,-0.3260845,ANAPC16,1.2288272,0.21913657666733388,0.6304905258129446,0.6390946,ZNF431,0.78490424,0.4325097146130885,0.886839349766789,0.9001234,CCDC125,0.22301759,0.8235218222412359,0.9994352920077895,0.12476943
3664,FBXO41,-0.34531933,0.7298543092761272,0.9443434469706866,-0.43778807,GLCCI1,1.2288272,0.21913657666733388,0.6304905258129446,1.3098651,LGR6,0.78490424,0.4325097146130885,0.886839349766789,1.5135782,CFHR3,0.22301759,0.8235218222412359,0.9994352920077895,0.47122562
3665,TBXAS1,-0.34531933,0.7298543092761272,0.9443434469706866,-0.2640439,ODZ1,1.2288272,0.21913657666733388,0.6304905258129446,0.6677062,ERC2,0.78490424,0.4325097146130885,0.886839349766789,0.9295218,TFIP11,0.22301759,0.8235218222412359,0.9994352920077895,0.33020335
3666,HHLA1,-0.34531933,0.7298543092761272,0.9443434469706866,-0.55841935,ANK2,1.2288272,0.21913657666733388,0.6304905258129446,0.86257184,SRL,0.78490424,0.4325097146130885,0.886839349766789,1.4296963,ROCK2,0.22301759,0.8235218222412359,0.9994352920077895,0.48273963
